individual,area,max_width,max_length,analyst
s_012_145_002_007,16.032,4.81,6.181,cheng
s_012_145_002_008,17.466,3.667,7.79,cheng
s_012_145_002_009,22.604,6.029,7.105,cheng
s_012_145_002_011,19.335,5.495,6.486,cheng
s_012_145_002_012,10.41,3.143,5.048,cheng
s_012_145_002_014,9.109,3.286,4.429,cheng
s_012_145_002_020,11.036,4.352,4.733,cheng
s_012_145_002_021,3.964,2.229,3,cheng
s_012_145_002_023,7.253,2.695,3.971,cheng
s_012_145_002_024,15.563,4.229,5.952,cheng
s_012_145_002_025,5.623,2.752,3.133,cheng
s_012_145_002_027,4.324,1.533,4.581,cheng
s_012_145_002_031,8.688,3.219,4.124,cheng
s_012_175_001_001,48.508,7.181,12.286,cheng
s_012_175_001_002,32.565,5.419,10.219,cheng
s_012_175_001_004,23.858,4.505,8.19,cheng
s_012_175_001_005,17.451,5.038,5.8,cheng
s_012_175_001_008,13.587,4.733,5.362,cheng
s_012_175_001_009,11.71,3.362,5.876,cheng
s_012_175_001_010,7.748,2.676,5.038,cheng
s_012_175_001_011,6.327,2.914,3.752,cheng
s_012_175_001_013,6.726,3.133,3.743,cheng
s_012_175_001_014,8.656,3.21,5.267,cheng
s_012_175_001_015,6.776,2.905,3.743,cheng
s_012_175_001_017,6.626,3.362,3.743,cheng
s_012_175_001_018,21.34,3.743,8.162,cheng
s_012_175_001_020,6.101,2.143,4.581,cheng
s_012_175_001_021,5.124,2.305,4.124,cheng
s_012_175_001_023,7.869,3.362,4.352,cheng
s_012_175_002_003,40.464,6.486,9.914,cheng
s_012_175_002_006,15.025,3.829,6.714,cheng
s_012_175_002_007,11.238,3.895,6.029,cheng
s_012_175_002_012,9.228,3.667,4.295,cheng
s_012_175_002_016,4.074,2.295,3.219,cheng
s_012_175_002_019,5.096,1.762,5.419,cheng
s_012_175_002_022,3.594,1.533,3.438,cheng
s_013_076_001_001,33.977,6.7,8.619,cheng
s_013_076_001_002,26.151,5.495,7.324,cheng
s_013_076_001_003,19.467,4.157,7.067,cheng
s_013_076_001_004,19.941,5.233,5.986,cheng
s_013_076_001_005,25.979,5.8,6.333,cheng
s_013_076_001_006,15.073,2.724,7.695,cheng
s_013_076_001_007,13.456,3.438,6.438,cheng
s_013_076_001_008,11.613,2.981,6.105,cheng
s_013_076_001_009,11.215,3.133,5.19,cheng
s_013_076_001_010,12.143,3.6,5.919,cheng
s_013_076_001_011,8.373,3.7,4.414,cheng
s_013_076_001_012,5.965,2.095,4.362,cheng
s_013_076_001_013,7.29,2.99,3.905,cheng
s_013_076_001_014,8.009,2.6,4.6,cheng
s_013_076_001_015,5.321,2.219,3.819,cheng
s_013_076_001_016,4.601,1.867,3.743,cheng
s_013_076_001_017,3.5,1.776,3.243,cheng
s_013_076_001_018,3.181,2.143,2.295,cheng
s_013_104_001_001,28.757,5.571,9.457,cheng
s_013_104_001_002,21.447,5.152,6.333,cheng
s_013_104_001_003,19.561,4.352,7.552,cheng
s_013_104_001_004,20.167,4.514,6.79,cheng
s_013_104_001_005,16.173,3.914,7.438,cheng
s_013_104_001_006,10.121,3.086,5.267,cheng
s_013_104_001_007,7.011,2.676,4.2,cheng
s_013_104_001_008,7.053,2.829,4.21,cheng
s_013_104_001_009,6.704,2.31,5.124,cheng
s_013_104_001_010,7.28,2.543,4.581,cheng
s_013_104_001_011,6.103,2.1,4.776,cheng
s_013_104_001_012,5.445,2.81,3.762,cheng
s_013_104_001_013,3.631,2.219,2.829,cheng
s_013_104_001_014,4.48,2.476,3.286,cheng
s_013_111_001_001,14.43,4.562,5.924,cheng
s_013_111_001_002,20.24,4.21,6.724,cheng
s_013_111_001_003,15.345,5.038,5.114,cheng
s_013_111_001_004,14.584,4.429,5.2,cheng
s_013_111_001_005,23.727,5.571,7.143,cheng
s_013_111_001_006,22.485,5.524,7.652,cheng
s_013_111_001_007,17.612,4.886,5.648,cheng
s_013_111_001_008,14.277,3.438,5.505,cheng
s_013_111_001_009,10.219,3.014,5.3,cheng
s_013_111_001_010,12.07,3.681,4.9,cheng
s_013_111_001_011,9.583,2.862,6.205,cheng
s_013_111_001_012,9.066,3.719,4.214,cheng
s_013_111_001_013,9.254,3.067,4.824,cheng
s_013_111_001_014,11.359,3.838,4.733,cheng
s_013_111_001_015,10.71,2.833,5.9,cheng
s_013_111_001_016,8.425,3.057,3.667,cheng
s_013_111_001_017,5.961,2.786,4.129,cheng
s_013_111_001_018,6.552,2.848,3.514,cheng
s_013_111_001_019,6.33,2.867,4.167,cheng
s_013_111_001_020,6.06,2.524,3.438,cheng
s_013_111_001_021,5.499,2.924,3.286,cheng
s_013_111_001_022,3.959,1.848,2.829,cheng
s_013_111_001_023,5.611,2.529,3.943,cheng
s_013_111_001_024,6.02,2.371,3.59,cheng
s_013_121_001_001,27.251,5.557,7.919,cheng
s_013_121_001_002,21.173,5.343,6.714,cheng
s_013_121_001_003,12.714,2.943,7.267,cheng
s_013_121_001_004,23.772,5.524,6.638,cheng
s_013_121_001_005,24.486,4.743,7.705,cheng
s_013_121_001_006,11.565,4.581,4.905,cheng
s_013_121_001_007,20.34,4.733,7.171,cheng
s_013_121_001_008,12.668,3.6,5.89,cheng
s_013_121_001_009,13.026,3.743,4.657,cheng
s_013_121_001_010,12.515,3,6.105,cheng
s_013_121_001_011,15.609,3.971,6.267,cheng
s_013_121_001_012,13.591,4.371,5.976,cheng
s_013_121_001_013,8.364,3.481,4.09,cheng
s_013_121_001_014,5.091,1.814,4.333,cheng
s_013_121_001_015,5.671,1.914,4.581,cheng
s_013_121_001_016,3.606,2.143,2.829,cheng
s_013_121_001_017,4.105,1.948,3.633,cheng
s_013_121_001_018,3.941,2.033,3.405,cheng
s_013_130_001_001,17.048,3.762,7.095,cheng
s_013_130_001_002,21.54,4.59,6.352,cheng
s_013_130_001_003,17.775,4.886,5.429,cheng
s_013_130_001_004,27.837,5.876,7.324,cheng
s_013_130_001_005,21.928,4.795,8.014,cheng
s_013_130_001_006,16.642,4.048,5.571,cheng
s_013_130_001_007,12.879,3.381,4.81,cheng
s_013_130_001_008,11.641,3.367,6.495,cheng
s_013_130_001_009,17.053,4.276,5.267,cheng
s_013_130_001_011,32.657,5.724,8.238,cheng
s_013_130_001_012,13.516,3.957,5.171,cheng
s_013_130_001_013,13.079,4.176,4.971,cheng
s_013_130_001_014,14.002,4.133,5.419,cheng
s_013_130_001_015,10.442,3.21,5.114,cheng
s_013_130_001_017,10.165,2.981,5.762,cheng
s_013_130_001_018,7.707,2.081,5.543,cheng
s_013_130_001_023,5.83,2.862,4.019,cheng
s_013_130_001_025,4.894,2.086,3.59,cheng
s_013_130_001_029,3.728,1.838,3.776,cheng
s_013_130_001_030,5.768,2.476,3.938,cheng
s_013_130_001_031,3.724,2.448,2.752,cheng
s_013_130_001_032,5.57,2.662,3.752,cheng
s_013_130_001_034,5.085,1.257,6.486,cheng
s_013_130_002_010,15.975,4.886,5.19,cheng
s_013_130_002_016,7.882,2.981,4.048,cheng
s_013_130_002_019,10.272,3.057,4.581,cheng
s_013_130_002_020,10.649,3.6,3.981,cheng
s_013_130_002_021,8.348,3.133,4.429,cheng
s_013_130_002_022,6.182,2.514,4.09,cheng
s_013_130_002_024,5.339,2.448,3.762,cheng
s_013_130_002_026,8.41,3.21,4.59,cheng
s_013_130_002_027,6.652,2.676,3.971,cheng
s_013_130_002_028,5.546,3.105,3.838,cheng
s_013_130_002_033,7.756,3.067,4.59,cheng
s_013_151_001_001,49.471,8.238,10.381,cheng
s_013_151_001_002,25.328,5.786,7.91,cheng
s_013_151_001_003,26.305,5.219,7.476,cheng
s_013_151_001_004,19.307,4.505,6.105,cheng
s_013_151_001_005,45.285,7.857,8.01,cheng
s_013_151_001_006,17.993,5.571,5.343,cheng
s_013_151_001_007,9.138,3.305,4.429,cheng
s_013_151_001_008,13.161,4.2,5.19,cheng
s_013_151_001_009,13.836,4.348,5.443,cheng
s_013_151_001_010,10.23,3.438,4.743,cheng
s_013_151_001_012,13.193,3.971,5.429,cheng
s_013_151_001_013,11.445,3.9,5.676,cheng
s_013_151_001_015,7.569,3.667,3.533,cheng
s_013_151_001_016,6.588,2.314,4.457,cheng
s_013_151_001_021,10.072,3.067,4.733,cheng
s_013_151_001_022,7.019,2.424,4.567,cheng
s_013_151_002_011,10.395,3.133,5.352,cheng
s_013_151_002_014,6.188,2.61,3.448,cheng
s_013_151_002_017,9.669,2.676,5.648,cheng
s_013_151_002_018,8.363,3.133,4.733,cheng
s_013_151_002_019,3.952,2.39,3.2,cheng
s_013_151_002_020,9.556,3.448,4.362,cheng
s_013_151_002_023,4.771,2.676,3.514,cheng
s_013_151_002_024,4.289,2.448,3.057,cheng
s_013_151_002_025,6.651,2.467,3.924,cheng
s_013_151_002_026,5.953,2.448,3.762,cheng
s_013_151_002_027,3.898,1.981,3.729,cheng
s_013_151_002_028,3.246,1.61,3.829,cheng
s_013_151_002_029,5.211,2.371,3.057,cheng
s_013_151_002_030,5.665,2.143,4.276,cheng
s_013_151_002_031,5.193,2.6,3.057,cheng
s_013_152_001_001,57.59,8.333,10.905,cheng
s_013_152_001_002,27.492,3.895,12.667,cheng
s_013_152_001_003,22.436,4.657,7.343,cheng
s_013_152_001_004,20.882,5.343,6.638,cheng
s_013_152_001_005,11.762,3.895,5.419,cheng
s_013_152_001_006,13.497,4.124,5.343,cheng
s_013_152_001_007,9.008,2.905,5.038,cheng
s_013_152_001_008,9.135,3.229,4.981,cheng
s_013_152_001_009,9.315,3.238,4.733,cheng
s_013_152_001_010,11.504,3.971,4.733,cheng
s_013_152_001_011,10.26,3.914,4.352,cheng
s_013_152_001_012,6.392,2.524,3.795,cheng
s_013_152_001_013,5.479,2.529,3.762,cheng
s_013_152_001_014,3.402,2.343,2.933,cheng
s_013_181_001_001,42.716,5.724,10.295,cheng
s_013_181_001_002,24.175,5.038,7.019,cheng
s_013_181_001_003,19.59,5.052,6.971,cheng
s_013_181_001_004,16.99,3.99,5.971,cheng
s_013_181_001_005,13.366,3.133,6.51,cheng
s_013_181_001_006,30.132,6.41,7.324,cheng
s_013_181_001_007,15.261,3.986,6.462,cheng
s_013_181_001_008,21.053,4.962,6.105,cheng
s_013_181_001_009,13.695,3.79,5.652,cheng
s_013_181_001_010,9.796,3.176,4.848,cheng
s_013_181_001_011,20.862,4.514,7.019,cheng
s_013_181_001_012,10.865,3.729,4.967,cheng
s_013_181_001_013,11.104,2.905,6.2,cheng
s_013_181_001_014,6.928,2.324,5.057,cheng
s_013_181_001_015,12.391,4.505,4.886,cheng
s_013_181_001_016,10.026,2.752,5.819,cheng
s_013_181_001_019,6.195,2.91,3.843,cheng
s_013_181_001_021,6.116,2.143,4.581,cheng
s_013_181_001_022,7.86,2.329,5.176,cheng
s_013_181_001_023,5.572,2.295,3.21,cheng
s_013_181_001_032,4.159,1.962,3.752,cheng
s_013_181_002_017,11.768,3.676,4.81,cheng
s_013_181_002_018,10.208,3.295,5.524,cheng
s_013_181_002_020,6.096,2.067,4.057,cheng
s_013_181_002_024,5.928,2.381,4.352,cheng
s_013_181_002_025,6.286,2.248,4.581,cheng
s_013_181_002_026,8.752,3.571,4.414,cheng
s_013_181_002_027,9.133,3.457,4.2,cheng
s_013_181_002_028,7.332,2.6,4.886,cheng
s_013_181_002_029,9.167,3.133,4.276,cheng
s_013_181_002_030,5.994,2.448,3.762,cheng
s_013_181_002_031,3.771,2.238,4.2,cheng
s_013_181_002_033,5.262,2.524,3.438,cheng
s_013_181_002_034,4.897,2.219,3.99,cheng
s_013_186_001_001,43.039,7.943,9.405,cheng
s_013_186_001_002,26.326,5.424,8.205,cheng
s_013_186_001_003,22.884,5.952,6.714,cheng
s_013_186_001_004,17.894,5.419,6.562,cheng
s_013_186_001_005,16.715,4.362,6.41,cheng
s_013_186_001_006,10.636,4.048,5.19,cheng
s_013_186_001_007,15.672,3.333,6.676,cheng
s_013_186_001_008,14.937,3.852,7.067,cheng
s_013_186_001_009,13.308,3.762,5.905,cheng
s_013_186_001_010,10.816,3.21,4.505,cheng
s_013_186_001_011,4.837,1.99,4.124,cheng
s_015_113_001_001,24.182,5.495,6.79,cheng
s_015_113_001_002,32.08,7.095,8.619,cheng
s_015_113_001_003,64.348,9.305,10.924,cheng
s_015_113_001_004,10.256,3.286,4.59,cheng
s_015_113_001_005,10.255,3.619,4.581,cheng
s_015_131_001_001,53.551,8.619,9.229,cheng
s_015_131_001_003,18.5,4.352,7.029,cheng
s_015_131_001_004,27.039,5.267,7.095,cheng
s_015_131_001_006,19.404,4.124,6.943,cheng
s_015_131_001_008,23.511,4.81,7.857,cheng
s_015_131_001_010,16.865,4.133,5.952,cheng
s_015_131_001_011,18.631,4.429,6.41,cheng
s_015_131_001_012,15.163,4.914,5.19,cheng
s_015_131_001_013,10.841,3.21,5.343,cheng
s_015_131_001_014,7.253,2.676,6.21,cheng
s_015_131_001_017,8.339,2.829,4.524,cheng
s_015_131_001_018,4.317,1.695,3.514,cheng
s_015_131_001_019,6.66,2.981,4.048,cheng
s_015_131_001_020,6.506,2.371,4.848,cheng
s_015_131_001_021,6.687,2.829,3.895,cheng
s_015_131_001_022,6.465,2.676,3.971,cheng
s_015_131_002_002,34.353,5.952,8.314,cheng
s_015_131_002_005,13.896,4.067,5.8,cheng
s_015_131_002_007,19.104,4.505,6.79,cheng
s_015_131_002_009,16.105,4.505,5.895,cheng
s_015_131_002_015,11.745,3.133,6.181,cheng
s_015_131_002_016,12.083,3.676,4.81,cheng
s_016_079_001_001,32.933,7.171,8.238,cheng
s_016_079_001_002,27.863,5.086,8.862,cheng
s_016_079_001_003,25.737,5.043,9.067,cheng
s_016_079_001_004,19.323,4.886,6.029,cheng
s_016_079_001_005,15.172,4.276,5.419,cheng
s_016_079_001_006,8.69,3.133,5,cheng
s_016_079_001_007,10.908,3.819,4.6,cheng
s_016_079_001_008,19.635,4.429,7.2,cheng
s_016_079_001_009,8.846,3.514,3.676,cheng
s_016_079_001_010,8.051,2.676,4.581,cheng
s_016_079_001_011,4.725,1.838,3.686,cheng
s_016_079_001_012,7.132,3.057,3.819,cheng
s_016_123_001_001,54.218,6.41,11.229,cheng
s_016_123_001_002,18.05,4.571,6.662,cheng
s_016_123_001_003,9.982,3.133,5.067,cheng
s_016_123_001_004,6.043,2.762,3.305,cheng
s_016_123_001_005,5.271,1.914,4.505,cheng
s_016_123_001_006,6.384,2.829,3.971,cheng
s_016_135_001_001,79.068,10.767,13.248,cheng
s_016_135_001_002,27.473,5.114,6.867,cheng
s_016_135_001_003,25.661,4.581,7.095,cheng
s_016_135_001_004,29.194,5.648,8.467,cheng
s_016_135_001_005,17.534,3.743,6.19,cheng
s_016_135_001_006,15.774,4.181,6.857,cheng
s_016_135_001_007,26.074,5.724,7.933,cheng
s_016_135_001_008,36.83,6.843,9.114,cheng
s_016_135_001_009,4.648,2.552,3.457,cheng
s_016_135_001_010,4.184,1.686,3.829,cheng
s_016_135_001_011,4.241,1.914,2.981,cheng
s_016_135_001_012,8.097,3.59,4.667,cheng
s_016_139_001_001,70.503,7.324,11.514,cheng
s_016_139_001_002,26.68,5.495,7.629,cheng
s_016_139_001_003,29.574,5.029,8.995,cheng
s_016_139_001_004,13.268,4.124,4.676,cheng
s_016_139_001_005,8.236,3.457,4.367,cheng
s_016_139_001_006,10.756,2.733,6.343,cheng
s_016_139_001_007,6.12,2.524,4.505,cheng
s_016_139_001_008,9.874,3.59,4.886,cheng
s_016_139_001_009,4.243,1.943,4.219,cheng
s_016_139_001_010,4.92,1.924,4.048,cheng
s_016_139_001_011,7.251,2.6,4.2,cheng
s_016_147_001_001,40.763,6.286,8.467,cheng
s_016_147_001_002,33.621,6.41,8.367,cheng
s_016_147_001_003,28.422,4.719,10.419,cheng
s_016_147_001_004,17.819,4.505,6.181,cheng
s_016_147_001_005,18.256,4.276,6.562,cheng
s_016_147_001_006,16.969,4.438,5.724,cheng
s_016_147_001_007,11.892,3.524,5.038,cheng
s_016_147_001_008,11.628,3.229,4.971,cheng
s_016_147_001_009,16.666,5.49,5.343,cheng
s_016_147_001_010,8.946,2.448,5.038,cheng
s_016_147_001_011,11.313,4.048,4.762,cheng
s_016_147_001_012,12.566,4.114,6.195,cheng
s_016_147_001_013,6.949,2.295,4.276,cheng
s_016_147_001_014,6.212,2.448,4.219,cheng
s_016_147_001_015,6.328,2.295,3.981,cheng
s_016_147_001_016,6.23,3.133,3.21,cheng
s_016_147_001_017,8.261,2.943,4.495,cheng
s_016_147_001_019,5.657,2.371,4.276,cheng
s_016_147_001_020,6.932,3.043,4.39,cheng
s_016_147_001_023,5.485,2.219,4.505,cheng
s_016_147_001_024,6.353,3.095,3.681,cheng
s_016_147_001_025,3.738,1.838,3.286,cheng
s_016_147_001_026,4.774,2.467,2.543,cheng
s_016_147_002_018,8.982,3.524,4.524,cheng
s_016_147_002_021,2.606,1.762,2.867,cheng
s_016_147_002_022,9.251,3.59,4.581,cheng
s_016_166_001_001,62.562,7.562,11.981,cheng
s_016_166_001_002,54.754,8.629,11.705,cheng
s_016_166_001_003,46.053,5.8,10.295,cheng
s_016_166_001_007,18.792,4.829,6.029,cheng
s_016_166_001_008,14.137,3.971,5.495,cheng
s_016_166_001_009,8.362,2.295,5.343,cheng
s_016_166_001_010,6.997,3.214,4.514,cheng
s_016_166_001_011,7.959,2.905,3.6,cheng
s_016_166_001_012,6.639,1.914,4.581,cheng
s_016_166_001_013,6.545,2.829,3.514,cheng
s_016_166_001_014,4.732,2.371,2.99,cheng
s_016_166_001_015,7.152,2.752,4.2,cheng
s_016_166_001_016,5.438,2.79,3.462,cheng
s_016_166_002_004,39.723,7.705,9.762,cheng
s_016_166_002_005,31.651,4.81,9.381,cheng
s_016_166_002_006,25.17,5.648,6.79,cheng
s_016_171_001_001,52.632,7.257,11.057,cheng
s_016_171_001_002,44.182,5.938,12.276,cheng
s_016_171_001_003,44.104,6.038,9.229,cheng
s_016_171_001_004,21.044,4.505,7.181,cheng
s_016_171_001_005,28.082,4.99,8.871,cheng
s_016_171_001_006,18.517,5.305,6.01,cheng
s_016_171_001_007,15.966,4.81,5.2,cheng
s_016_171_001_008,10.108,2.343,6.829,cheng
s_016_171_001_009,8.346,2.752,4.676,cheng
s_016_171_001_010,25.641,5.648,7.943,cheng
s_016_171_001_011,4.59,1.914,3.21,cheng
s_016_196_001_001,34.098,5.767,9.419,cheng
s_016_196_001_002,28.164,5.876,7.4,cheng
s_016_196_001_003,35.105,6.638,9,cheng
s_016_196_001_004,29.455,5.295,7.857,cheng
s_016_196_001_005,29.519,7.076,6.514,cheng
s_016_196_001_006,21.204,5.267,5.819,cheng
s_016_196_001_007,15.902,4.905,5.676,cheng
s_016_196_001_008,18.248,4.362,4.914,cheng
s_016_196_001_009,13.541,3.895,6.029,cheng
s_016_196_001_010,11.306,3.795,5.871,cheng
s_016_196_001_011,7.378,2.524,4.438,cheng
s_016_196_001_012,12.47,4.124,4.429,cheng
s_016_196_001_013,5.288,2.143,3.971,cheng
s_016_196_001_014,4.41,1.986,3.686,cheng
s_016_208_001_001,38.645,5.8,9.305,cheng
s_016_208_001_002,24.486,5.505,6.867,cheng
s_016_208_001_003,28.788,5.19,8.924,cheng
s_016_208_001_004,18.49,4.914,6.629,cheng
s_016_208_001_005,19.356,4.2,6.79,cheng
s_016_208_001_006,11.88,3.362,4.81,cheng
s_016_208_001_007,12.849,4.048,5.419,cheng
s_016_208_001_008,8.319,3.057,4.581,cheng
s_016_208_001_009,8.862,3.286,3.829,cheng
s_016_208_001_010,4.789,2.295,3.971,cheng
s_016_208_001_011,4.407,1.838,3.819,cheng
s_016_208_001_012,5.665,2.357,3.733,cheng
s_016_208_001_013,7.292,2.829,3.895,cheng
s_017_082_001_001,34.913,4.619,10.324,justin
s_017_082_001_002,19.049,4.181,7.071,justin
s_017_082_001_003,17.877,4.81,5.481,justin
s_017_082_001_004,14.042,4.081,6.171,justin
s_017_082_001_005,11.604,3.619,4.695,justin
s_017_082_001_006,11.182,3.548,4.933,justin
s_017_082_001_007,9.761,2.986,4.514,justin
s_017_082_001_008,8.873,2.852,5.176,justin
s_017_082_001_009,6.35,2.019,4.295,justin
s_017_082_001_010,8.012,3.543,3.848,justin
s_017_082_001_011,4.553,2.467,3.471,justin
s_017_082_001_012,5.247,1.719,3.771,justin
s_017_082_001_013,6.388,2.481,3.819,justin
s_017_082_001_014,4.726,2.295,2.733,justin
s_017_082_001_015,6.852,2.39,4.133,justin
s_017_082_001_016,5.686,2.514,3.438,justin
s_017_126_001_001,28.213,6.352,7.838,justin
s_017_126_001_002,39.64,7.295,8.143,justin
s_017_126_001_003,22.772,4.19,7.781,justin
s_017_126_001_004,19.642,3.933,6.562,justin
s_017_126_001_005,10.98,3.724,5.181,justin
s_017_126_001_006,13.467,3.838,5.31,justin
s_017_126_001_007,12.188,3.657,5.505,justin
s_017_126_001_008,13.573,3.21,6.886,justin
s_017_126_002_009,10.955,3.8,4.505,justin
s_017_126_002_010,7.965,3.4,4.381,justin
s_017_126_002_011,3.785,2.171,2.714,justin
s_017_126_002_012,7.457,2.581,4.448,justin
s_017_126_002_013,4.055,2.31,3.057,justin
s_017_126_002_014,6.241,2.876,3.581,justin
s_017_126_002_015,2.86,1.376,3.262,justin
s_017_138_001_001,58.106,7.048,11.881,justin
s_017_138_001_002,46.523,7.162,11.419,justin
s_017_138_001_003,64.64,7.186,11.738,justin
s_017_138_001_004,45.912,5.933,11.414,justin
s_017_138_001_014,10.841,4.533,4.252,justin
s_017_138_001_015,5.838,2.11,4.867,justin
s_017_138_001_019,9.317,3.419,4.267,justin
s_017_138_001_020,4.812,2.314,3.562,justin
s_017_138_001_021,5.745,2.067,4.305,justin
s_017_138_001_022,6.467,2.762,3.648,justin
s_017_138_001_023,5.753,3.033,3.067,justin
s_017_138_001_024,6.288,3.09,3.59,justin
s_017_138_002_005,35.906,7.019,7.924,justin
s_017_138_002_006,31.435,5.581,8.076,justin
s_017_138_002_007,24.676,4.343,9.019,justin
s_017_138_002_008,30.942,4.505,10.905,justin
s_017_138_002_009,22.301,5.114,6.371,justin
s_017_138_002_010,13.921,3.981,5.39,justin
s_017_138_002_011,12.999,4.581,4.424,justin
s_017_138_002_012,15.524,4.99,5.19,justin
s_017_138_002_013,13.835,3.619,5.733,justin
s_017_138_002_016,11.217,3.019,5.257,justin
s_017_138_002_017,14.283,4.405,6.186,justin
s_017_138_002_018,8.029,1.99,5.476,justin
s_017_155_001_001,54.872,7.324,9.819,justin
s_017_155_001_002,24.176,6.186,7.371,justin
s_017_155_001_003,19.679,5.971,5.8,justin
s_017_155_001_004,15.994,3.333,6.933,justin
s_017_155_001_005,23.854,4.495,7.838,justin
s_017_155_001_006,31.888,5.619,8.943,justin
s_017_155_001_007,16.111,5.219,5.448,justin
s_017_155_001_008,12.438,3.095,6.486,justin
s_017_155_001_009,10.852,3.619,4.686,justin
s_017_155_001_010,11.031,3.429,4.59,justin
s_017_155_001_011,7.109,2.071,5.381,justin
s_017_155_001_012,12.608,3.457,5.438,justin
s_017_155_001_013,10.673,4.257,4.471,justin
s_017_155_002_014,5.819,1.81,5.281,justin
s_017_155_002_015,6.857,2.686,3.705,justin
s_017_155_002_016,8.055,2.467,4.41,justin
s_017_155_002_017,7.229,2.733,4.514,justin
s_017_155_002_018,5.616,2.076,4.486,justin
s_017_155_002_019,7.749,3.314,3.69,justin
s_017_155_002_020,5.63,1.871,4.495,justin
s_017_155_002_021,4.726,1.929,4.533,justin
s_017_155_002_022,5.185,2.286,4.076,justin
s_017_155_002_023,5.843,2.533,3.976,justin
s_017_155_002_024,5.852,2.305,4.148,justin
s_017_155_002_025,6.066,2.829,3.581,justin
s_017_155_002_026,6.819,2.39,4.333,justin
s_017_155_002_027,4.457,1.838,3.905,justin
s_017_155_002_028,5.281,1.876,4.848,justin
s_017_155_002_029,4.399,2.162,3.419,justin
s_017_155_002_030,6.401,2.662,3.733,justin
s_017_155_002_031,4.903,2.076,3.257,justin
s_017_170_001_001,23.184,5.176,7.4,justin
s_017_170_001_002,36.14,5.981,9.848,justin
s_017_170_001_003,30.619,5.362,7.752,justin
s_017_170_001_004,19.265,4.524,7.529,justin
s_017_170_001_005,23.518,3.867,8.976,justin
s_017_170_001_006,20.047,4.286,6.219,justin
s_017_170_001_007,20.92,5.562,7.314,justin
s_017_170_001_008,18.855,5.152,6.238,justin
s_017_170_001_009,10.954,3.4,4.986,justin
s_017_170_001_010,11.053,2.952,5.6,justin
s_017_170_001_011,7.668,2.371,4.657,justin
s_017_170_002_012,9.173,3.229,4.133,justin
s_017_170_002_013,8.949,2.562,5.248,justin
s_017_170_002_014,5.862,2.905,3.21,justin
s_017_170_002_015,8.283,3.133,3.957,justin
s_017_170_002_016,4.904,1.467,6.162,justin
s_017_170_002_017,7.972,2.752,4.152,justin
s_017_170_002_018,4.567,2.586,3.829,justin
s_017_177_001_001,59.286,8.952,10.895,justin
s_017_177_001_002,47.689,8.2,8.619,justin
s_017_177_001_003,47.082,7.419,9.362,justin
s_017_177_001_004,25.391,4.59,7.181,justin
s_017_177_001_005,34.277,6.333,9.514,justin
s_017_177_001_006,26.19,4.814,8.219,justin
s_017_177_001_007,17.435,3.114,7.657,justin
s_017_177_001_009,19.306,4.924,6.21,justin
s_017_177_001_011,14.5,3.771,7.038,justin
s_017_177_002_008,13.866,4.362,4.886,justin
s_017_177_002_010,13.648,3.514,5.681,justin
s_017_177_002_012,11.597,3.267,4.267,justin
s_017_177_002_013,9.733,2.771,5.362,justin
s_017_177_002_014,11.53,3.276,4.733,justin
s_017_177_002_015,9.659,3.543,3.81,justin
s_017_177_002_016,7.454,2.876,4.243,justin
s_017_177_002_017,7.683,2.686,4.39,justin
s_017_177_002_018,8.645,3.524,3.876,justin
s_017_177_002_019,6.532,2.343,4.21,justin
s_017_177_002_020,9.621,3.181,4.371,justin
s_017_177_002_021,6.807,2.848,3.771,justin
s_017_177_002_022,6.402,2.543,3.505,justin
s_017_177_002_023,9.538,2.495,5.552,justin
s_017_177_002_024,6.404,2.933,3.376,justin
s_017_177_002_025,5.41,2.371,3.971,justin
s_017_177_002_026,5.168,2,3.533,justin
s_017_177_002_027,7.292,3.038,3.762,justin
s_017_177_002_028,7.995,2.79,3.4,justin
s_017_178_001_001,25.84,8.324,9.629,justin
s_017_178_001_002,64.184,9.314,10.962,justin
s_017_178_001_003,54.051,6.914,12.067,justin
s_017_178_001_004,26.806,5.752,6.981,justin
s_017_178_001_005,17.33,4.048,8.029,justin
s_017_178_001_006,18.385,3.4,7.371,justin
s_017_178_001_010,12.786,4.505,4.948,justin
s_017_178_001_015,10.047,2.581,6.114,justin
s_017_178_001_016,11.359,3.21,6.01,justin
s_017_178_001_019,8.894,2.905,5.848,justin
s_017_178_001_027,4.563,1.371,4.624,justin
s_017_178_002_007,26.896,5.686,6.01,justin
s_017_178_002_008,17.679,4.21,5.686,justin
s_017_178_002_009,23.107,5.619,7.481,justin
